dose,cv_iiv,AUC_E,Cmax,herg_rate,caco_rate,composite_score,constraints_met,efficacy_score,safety_score
121.05263157894737,0.42499999999999993,19.1478733852389,12.074279801768142,1.0,1.0,-9.234085064590444,False,1.27652489234926,0.0
121.05263157894737,0.44999999999999996,19.1478733852389,12.074279801768142,1.0,1.0,-9.234085064590444,False,1.27652489234926,0.0
121.05263157894737,0.475,19.1478733852389,12.074279801768142,1.0,1.0,-9.234085064590444,False,1.27652489234926,0.0
121.05263157894737,0.5,19.1478733852389,12.074279801768142,1.0,1.0,-9.234085064590444,False,1.27652489234926,0.0
128.94736842105263,0.15,20.332317507737983,12.861732832318237,0.9097227100534233,0.7985561348033311,-9.128363068661832,False,1.355487833849199,0.14586057757162285
128.94736842105263,0.175,20.332317507737983,12.861732832318237,0.9675819370544769,0.8235591721235471,-9.144935521526085,False,1.355487833849199,0.10442944541098798
128.94736842105263,0.19999999999999998,20.332317507737983,12.861732832318237,1.0,0.8458496963994775,-9.155877238970376,False,1.355487833849199,0.07707515180026125
128.94736842105263,0.22499999999999998,20.332317507737983,12.861732832318237,1.0,0.8660115859109566,-9.159909616872673,False,1.355487833849199,0.06699420704452175
128.94736842105263,0.25,20.332317507737983,12.861732832318237,1.0,0.8844538981026139,-9.163598079311004,False,1.355487833849199,0.057773050948693117
128.94736842105263,0.27499999999999997,20.332317507737983,12.861732832318237,1.0,0.901475104133986,-9.167002320517279,False,1.355487833849199,0.04926244793300705
128.94736842105263,0.3,20.332317507737983,12.861732832318237,1.0,0.9173001184213769,-9.170167323374756,False,1.355487833849199,0.041349940789311534
128.94736842105263,0.32499999999999996,20.332317507737983,12.861732832318237,1.0,0.9321029250098516,-9.173127884692452,False,1.355487833849199,0.033948537495074205
128.94736842105263,0.35,20.332317507737983,12.861732832318237,1.0,0.9460210662610387,-9.175911512942688,False,1.355487833849199,0.02698946686948067
128.94736842105263,0.375,20.332317507737983,12.861732832318237,1.0,0.9591652854180505,-9.178540356774091,False,1.355487833849199,0.020417357290974714
128.94736842105263,0.39999999999999997,20.332317507737983,12.861732832318237,1.0,0.9716261548288212,-9.181032530656244,False,1.355487833849199,0.014186922585589401
128.94736842105263,0.42499999999999993,20.332317507737983,12.861732832318237,1.0,0.9834787592237408,-9.18340305153523,False,1.355487833849199,0.00826062038812958
128.94736842105263,0.44999999999999996,20.332317507737983,12.861732832318237,1.0,0.9947860841442893,-9.185664516519338,False,1.355487833849199,0.002606957927855369
128.94736842105263,0.475,20.332317507737983,12.861732832318237,1.0,1.0,-9.18670729969048,False,1.355487833849199,0.0
128.94736842105263,0.5,20.332317507737983,12.861732832318237,1.0,1.0,-9.18670729969048,False,1.355487833849199,0.0
136.8421052631579,0.15,21.513139006700822,13.649185862868334,0.9511838856914122,0.7844463947397582,-9.086600495818201,False,1.4342092671133881,0.13218485978441485
136.8421052631579,0.175,21.513139006700822,13.649185862868334,1.0,0.8090076517742654,-9.10127597008682,False,1.4342092671133881,0.09549617411286726
136.8421052631579,0.19999999999999998,21.513139006700822,13.649185862868334,1.0,0.8309043233331395,-9.105655304398596,False,1.4342092671133881,0.08454783833343027
136.8421052631579,0.22499999999999998,21.513139006700822,13.649185862868334,1.0,0.8507099711130747,-9.109616433954582,False,1.4342092671133881,0.07464501444346272
136.8421052631579,0.25,21.513139006700822,13.649185862868334,1.0,0.8688264248962186,-9.11323972471121,False,1.4342092671133881,0.06558678755189074
136.8421052631579,0.27499999999999997,21.513139006700822,13.649185862868334,1.0,0.8855468821358602,-9.116583816159139,False,1.4342092671133881,0.05722655893206996
136.8421052631579,0.3,21.513139006700822,13.649185862868334,1.0,0.9010922832209151,-9.11969289637615,False,1.4342092671133881,0.04945385838954253
136.8421052631579,0.32499999999999996,21.513139006700822,13.649185862868334,1.0,0.9156335380610882,-9.122601147344184,False,1.4342092671133881,0.042183230969455865
136.8421052631579,0.35,21.513139006700822,13.649185862868334,1.0,0.9293057587731127,-9.12533559148659,False,1.4342092671133881,0.035347120613443694
136.8421052631579,0.375,21.513139006700822,13.649185862868334,1.0,0.9422177318705665,-9.12791798610608,False,1.4342092671133881,0.028891134064716772
136.8421052631579,0.39999999999999997,21.513139006700822,13.649185862868334,1.0,0.9544584293727018,-9.130366125606507,False,1.4342092671133881,0.022770785313649178
136.8421052631579,0.42499999999999993,21.513139006700822,13.649185862868334,1.0,0.9661016093329449,-9.132694761598556,False,1.4342092671133881,0.016949195333527567
136.8421052631579,0.44999999999999996,21.513139006700822,13.649185862868334,1.0,0.977209144397164,-9.1349162686114,False,1.4342092671133881,0.011395427801418001
136.8421052631579,0.475,21.513139006700822,13.649185862868334,1.0,0.9878334803111181,-9.13704113579419,False,1.4342092671133881,0.006083259844440914
136.8421052631579,0.5,21.513139006700822,13.649185862868334,1.0,0.9980194850562414,-9.139078336743216,False,1.4342092671133881,0.0009902574718793078
144.73684210526315,0.15,22.690557264062505,14.43663889341843,0.9920509870406177,0.7713570755541678,-9.045059321956456,False,1.512703817604167,0.11829596870260728
144.73684210526315,0.175,22.690557264062505,14.43663889341843,1.0,0.7955085019933917,-9.051479409836178,False,1.512703817604167,0.10224574900330419
144.73684210526315,0.19999999999999998,22.690557264062505,14.43663889341843,1.0,0.8170398043886645,-9.055785670315233,False,1.512703817604167,0.09148009780566779
144.73684210526315,0.22499999999999998,22.690557264062505,14.43663889341843,1.0,0.8365149739521054,-9.05968070422792,False,1.512703817604167,0.0817425130239473
144.73684210526315,0.25,22.690557264062505,14.43663889341843,1.0,0.8543291355102246,-9.063243536539545,False,1.512703817604167,0.07283543224488764
144.73684210526315,0.27499999999999997,22.690557264062505,14.43663889341843,1.0,0.8707705942061718,-9.066531828278734,False,1.512703817604167,0.06461470289691418
144.73684210526315,0.3,22.690557264062505,14.43663889341843,1.0,0.8860566038043962,-9.06958903019838,False,1.512703817604167,0.05697169809780189
144.73684210526315,0.32499999999999996,22.690557264062505,14.43663889341843,1.0,0.9003552224016873,-9.072448753917838,False,1.512703817604167,0.04982238879915635
144.73684210526315,0.35,22.690557264062505,14.43663889341843,1.0,0.9137993076259646,-9.075137570962692,False,1.512703817604167,0.043100346187017635
144.73684210526315,0.375,22.690557264062505,14.43663889341843,1.0,0.9264958307725718,-9.077676875592013,False,1.512703817604167,0.03675208461371415
144.73684210526315,0.39999999999999997,22.690557264062505,14.43663889341843,1.0,0.9385322792683581,-9.080084165291172,False,1.512703817604167,0.03073386036582093
